content,score,Label
Games ini kenpa yah setelah di perbaharui bukanya tambah mengasikan malah tambah membosankan tolonglah di kembalikan seperti semula admin yang terhormat,1,Negatif
Dicord update nya makin bikin susah penguna katanya fix bug ternyata malahan tambah bug,1,Negatif
Update malah semakin jelek,1,Negatif
"Masih banyak bug, tapi saya sangat senang saya bisa mengobrol dengan teman saya tanpa batasan",5,Positif
"Lebih bagus ui yg sebelumnya, ui yg sekarang ribet, voice bug, suara ga bisa masuk. Mau liat member harus klik klik, kalo ui yg dulu tinggal swipe",1,Negatif
Update baru malah membuat discord semakin buruk,1,Negatif
Setelah update sering berkedip ketika on discord terus main game hal tersebut sangat menggangu harap di perbaiki,3,Netral
"Saya kurang nyaman dengan adanya riwayat pesan yg masih tersimpan. Maka dari itu, mohon ditambahkan fitur hapus pesan secara menyeluruh tanpa ada jejak, bukan sekedar close DM yg berujung arsip. Terima kasih",3,Netral
"Update terbaru terlalu banyak bug, MERESAHKAN!!!",1,Negatif
di updet bukanya makin bagus malah makin goblog ni aplikasi,1,Negatif
"Tambah aneh Jadi beda bat sama yang di pc Banyak bug, baru kena bug ga bisa lihat pesan pas dicoba hapus data malah ga bisa login 5/10 untuk inovasi 1/10 buat bug fixing",2,Negatif
"Lebih bagus tampilan yang sebelumnya, semenjak update banyak bug dan tidak optimal sama sekali 🙏",1,Negatif
"Apa ini,habis update kok bug nya banyak.Pesan kekirim double/lebih.Setelah pesan terkirim,pesan yang ditulis di keyboard tidak ikut hilang.Jadi kalau mau nulis yg baru harus hapus pesan sebelumnya.",3,Netral
Banyak bug fitur cari pesan nya beda chanel gk jelas bagusan yng kemarin,1,Negatif
"sekarang discord cuma bisa buat handphone teratas doang apa gimana?, masa sekarang gampang freezing freezing",2,Negatif
"Kembalikan UI lama, sekarang makin tidak jelas dan bukannya lebih simple tapi malah makin ribet",1,Negatif
Baru saja update dan aplikasinya jadi sampah. Terlalu lag dan banyak bug. Layout juga sangat tidak ramah untuk experience yang sudah didapat sebelumnya. Segera perbaiki!,1,Negatif
"Setelah update jadi banyak bug, ada 4 orang di voice, tapi di saya cuman ada 2 orang Terus suara saya jadi kecil, padahal sebelum update, suara saya aman aman saja",1,Negatif
Bikin pusing setelah updata.. suaranya juga kecil,1,Negatif
"Saya kurang terbiasa dengan ui yang sekarang,saya harap pihak Discord mau memberikan solusi dengan mengembalikan ui discord yang lama",1,Negatif
Di update malah kaga jelas dih lag parah,1,Negatif
"Layout yang baru sangat buruk, lebih baik pakai layout yang lama.",1,Negatif
"Tolong tambahkan translate otomatis, terimakasih.",1,Negatif
"Ya ampun registrasi nya gagal terus, padahal email sama pasword nya sudah bener",3,Netral
Optimalkan lah sekarang fitur juga makin bingung dan kurang stabil,2,Negatif
"Saya mendapatkan free nitro selama 3minggu saat saya mau membatalkan tidak bisa/tidak muncul langganan nya di google play store, tolong bantuannya , apakah ini bug atau bagaimana?",2,Negatif
intinya tidak suka update yg baru.,1,Negatif
Apk apaan ini ngeselin banget login susah banget ribet tau gak udah pekek pw yang bener eh malah salah tolol,1,Negatif
Untuk tampilan yang baru sangat membagong kan liat orang server yang on harus scroll² mana dark theme nya jadi tambah Ireng lagi dan interface lainnya banyak sekali yang bikin ribet untuk update kali ini sangat buruk menurut saya,1,Negatif
discord di hp kalo sambil buka aplikasi lain suka crash huhuhu :((,3,Netral
Update yang di mobile jadi makin berat kalo di open di hp android Oppo,2,Negatif
keamanannya kecil akun gw kena hack kena tuduh sebar link yang ga bagus,1,Negatif
"Kembalikan ke UI lama, yg ini ga nyaman bgt rasanya, mau liat status online di grup channel ribet bgt, blm nemu solusinya sampai skrg.. UI lama udah bagus malah dibikin gini",1,Negatif
Ini adalah update terburuk dari discord. Saya sebagai pengguna setia discord dari 2018 merasa kecewa berat. Saya rasa dengan update ini menandakan discord mulai menggali kuburannya sendiri dan mulai tidak relevan sebagai platform Komunitas gamer.,1,Negatif
"Tampilan terbaru menjijikkan layar terlalu hitam, kembalikan tampilan versi 201.13",1,Negatif
Kenapa tidak bisa verify pada hal mau logi tombol verifynya tidak mau neripo,1,Negatif
"Tolong kembalikan UI di mobile seperti versi sebelumnya. UI versi ini tidak efisien dan menggunakan finger movement yang terlalu banyak untuk mengakses DM, server, pinned message, dan list anggota server",1,Negatif
"Mending yang versi sebelumnya, yang sekarang beberapa tombol pindah dan jadi membingungkan. Bagusan UI yang dulu.",1,Negatif
Abis di update makin banyak bug,2,Negatif
"Suara nya jadi kecil pdhl volume full, giliran d pake apk lain wa atau lainnya besar",1,Negatif
aplikasi sampah mau daftar aja gakbisa,1,Negatif
"Fitur layout yang baru membuat penggunaan jadi tidak nyaman dan muncul bug yang sangat menganggu. Suara default output juga berubah menjadi output phone, bukan speaker, jadi saya harus ganti output ke speaker setiap ingin masuk ke voice channel.",1,Negatif
Habis update ga bsa invt org keserver dan ga bisa kirim photo,1,Negatif
Saya tidak suka tampilan yang sekarang. Lebih ribet. Bagusan yang dulu,1,Negatif
"malah makin lag abis di upgrade parah lag abis kirim pesen. pesan nya ga ke apus dan tidak bisa mamakai emot yg tersedia kalo ga niat upgrade ga usah ya kntln udh bagus"" begitu malah di ganti kiblat discrod emng dari dulu begitu ga ush di ganti"" setiap abis upgrade selalu aja ada bug dan makin parah bug tidak di fix sangat kecewa dengan developer discrod dia bayar murah ya? umr ya gaji nya",1,Negatif
Kocak login 3 akun aja ga ada yg bisa satu pun kocak kocak makin jelek ae nih apk,1,Negatif
Gakelas mau daftar aja gak bisa,1,Negatif
Ini bagus buat mengobrol dengan teman,5,Positif
"aplikasi gajelass bgt , bug atau apa ini sat , jaringan buat buka yg lain lancar mau join voice discord gabisa",1,Negatif
"Aplikasi babi segala macem mau login dipersulit ""unable to send sms massage""",1,Negatif
Bug aja trs gk ada yg di benerin ngeselin orang,1,Negatif
mengapa saat saya memasukkan password dan code itu terus invalid?saya sangat kecewa,1,Negatif
aku sudah download pas aku masuk kan kode sms nya gak ada,1,Negatif
"Kurang. Akun dc saya lupa email, tapi masi terkait dengan nomor telepon saya. Tapi saya tidak bisa login karena verivikasi di kirim ke email yang sudah hilang",2,Negatif
"Baru masuk cuma buat login susah banget, buang buang waktu doang cuma login aja ga bisa ngulang terus",1,Negatif
mau login aja dibuat susah!!! login buat pake google aja lah!!!!!!,1,Negatif
Knp waktu saya melakukan log out trus saya membuat akun kembali tidak bisa (tidak menyukai discord yang sekarang),1,Negatif
"update terbaru jelek betul, makin susah mencari chat yang tenggelam, masa harus masuk channel nya dulu baru bisa searching, jadi gw harus meriksa chanel 1 1 dulu gitu buat ngecek ada dimana chat tersebut. Coba liat sebelum update, masuk server, chanel dimanapun bisa nyari dmna letak chat ny langsung, sangat kecewa dengan update ini👎👎👎",1,Negatif
"Saya sudah tidak suka discord sekarang kenapa si ,kalo lagi enak tau-taunya ada peringatan benteng gitu maksudnya apaan? Sedikit² ada .mohon benerin code yang anda bikin kenapa kalo mau pake kodenya itu invalid Mulu .dan kenapa harus mulai ribet ya",1,Negatif
Kau bilang ini untuk berkawan tapi aku kena banned mulu dan aku sangat nangis karena akun aku semua oh ya kata kamu ini untuk berkawan eh aku nggak dapat kawan tolol ini aplikasi😒🙄,1,Negatif
"Update baru nya bikin discord jd lemot banget, balikin ke versi sblm nya aja",1,Negatif
Kenapa tidak bisa verifikasi nomor telepon padahal dulu bisa,1,Negatif
"Update discord sekarang sangat lah buruk karena saat kita mencari chat sekarang hanya bisa di 1 server saja, tidak seperti dulu saat kita mencari chat bisa langsung di semua server",1,Negatif
Tolong di update kan soalnya register dan login nya di ada tulisan email already tolong perbaiki ya,1,Negatif
Suka hilang suara jika lama tidak di mainkan,1,Negatif
Setelah update tidak bisa mengirim ataupun menerima gambar,1,Negatif
"layout yang terbaru sangat tidak fungsional, justru layout yang lama kebih memudahkan kita untuk bernavigasi. ayolah kembalikan layout yang lama",1,Negatif
Sekarang ga enak di pakek Di bagian sound nya kyak bug Jadk pelan,1,Negatif
"discord semakin di update semakin banyak bug, padahal sebelumnya fine2 ajaa. ini sy sm temen lagi share screen, pas mau play video tiba² disconnect sendiri, gitu aja terus. trus kek pas mau buka voice call private itu stengah lauar jadi item, anehhh bangett",2,Negatif
Update Discord kali ini buat saya menyesal suara di aplikasi nya menjadi kecil,2,Negatif
Balikin discord versi lama woy😭 Masa mau liat tmn online di server ngeliatnya hrs di pencariannya dulu😭 bikin ribet aja woy😭,1,Negatif
"Kalau bisa berikan opsi layout lama dan baru,soalnya saya lebih suka layout lama",2,Negatif
Bug In chat room. Kadang layarnya ngelebar kesamping padahal lagi posisi vertikal,4,Positif
"ga bisa login,nyuruh verifikasi nomer tapi gabisa,padahal udah bener",1,Negatif
"Update terbaru membuat lemot saat masuk aplikasi dan tidak bisa melakukan apapun, update pada tanggal 7 Des 2023. Tolong diperbaiki",1,Negatif
Alasannya: fitur search comment udh gk working kayak versi lama :),1,Negatif
Update sekarang membuat saya tidak nyaman dengan tampilan yang lebih berat dan beberapa fitur tiba tiba di hilangkan,1,Negatif
Apa sih registrasi buat password tapi semua password tidak cocok udah gunta ganti tetep aja gk cocok,1,Negatif
"kembalikan mode member seperti sebelumnya ( geser layar dari kanan ke kiri, itu sudah sangat bagus jangan diubah.",1,Negatif
Ini semenjak update kok ngebug sih? Gw kirim foto/video ke server malah terkirim ke chat pribadi teman?,1,Negatif
Tampilan aplikasi terbaru malah seperti aplikasi chatting di tambah voice,2,Negatif
"Update discord yg sekarang membuat susah untuk melihat siapa saja yang online di server, aku ingin discord yg dulu 😫",2,Negatif
"Update terburuk, Mao liat orang dalam server sekarang harus pencet tombol segala updatenya bukannya tambah praktis malah dibikin ribet dikira dikasi fitur gitu biar keren kali ya",1,Negatif
"Fitur pencarian discord update terbaru sangat tidak memuaskan dan agak sulit menemukan yg kita cari, saya recomendasikan gunakan seperti yg semula, itu sangat mudah digunakan dan memuaskan",1,Negatif
"Update macam apa ini, UI nya bikin ribet ngak kaya dulu, mending di uninstal ganti WhatsApp",1,Negatif
Apasih liat list member sekarang di persulit ada masalah apa?,3,Netral
update membuat lag,1,Negatif
"semenjak update, banyak kejadian meng cih seperti video yang hanya suara saja yang muncul tetapi gambar nya hitam selama pemutaran video. Discotd makin item banget njing",1,Negatif
Lemot padahal sinyal bagus hadeh.....,2,Negatif
Saya tidak bisa mendowload aplikasinya,1,Negatif
Aplikasi nya suka nge stuck gitu kalo relog ya gitu trus kadang bener kadang gitu lagi tolong lah,3,Netral
"Pas mau login aku pakek yg nomer hp, tapi pas aku masukin kode discord dari sms gabisa masuk/stuck",2,Negatif
Force close ketika ingin meregistrasi. App sangat buruk untuk kali ini.,1,Negatif
aplikasi rusak saya gak bisa login,1,Negatif
Entah Napa setelah Update Voice nya di JP Hp jadi pindah ke Speaker Atas atau kaya Telpon tapi Gak pake Loud speaker Jadi Gak kencang suara nya,3,Netral
Efektif tanpa bug,5,Positif
Habis di upgrade malah jadi makin ribet.,1,Negatif
Untuk verifikasi nomer telpon tidak bisa di enter babi,1,Negatif
"Tampilan makin gajelas, lebih bagus versi sblm nya labih praktis dan tidak ribet buat dipake. Jadi tolong tampilan search nya dibenerin kya sebelumnya aja, yg seharusnya text memanjang kebawah ini malah kya paragraf. Tolong bngt!!!",1,Negatif
Kurang bagus untuk tampil discord sekarang,3,Netral
Duh kenapa dah mau login kembali ga bisa email udh benar tapi kok pasword pakek yang biasanya gabisa semua pada mau register pakek akun lama udh invalid aneh discord sekarang,1,Negatif
"Saya tidak menyukai tampilan dari UI ny yg sekarang, tolong kembalikan fitur ""Show New Layout"". Sehingga user dapat memilih antara menggunakan tampilan yg baru atau yang lama.",1,Negatif
"Sekuriti kode gajelas. Kode udah sama tapi ga bisa"" , gaje",1,Negatif
"semakin banyak peningkatan atau perubahan dan ramah pengguna, saya sangat menyukainya",5,Positif
"Update discord jadi jelek banget, mau pindah dari dm ke server jadi lemot parah. Mending tampilan jadi kaya dulu lagi aja gausah berubah",2,Negatif
Atleast bagus smua cmn klo pke di hp tuh bug nya banyak banget jadi kurang nyaman make nya,4,Positif
Discord sekarang menurut saya system nya terlalu ketat dan karena system tersebut saya tiba tiba di suruh verifykasi no tapi malah invalid tolong bantu saya untuk membuka akun saya,1,Negatif
"Update² terbaru discord makin lama makin berat, harap dioptimalkan lagi agar tidak terjadi lag ketika sedang voice dan scroll chat",1,Negatif
update sekarang gajelas jadi bingung pakenya,1,Negatif
"Saya sudah coba berapa kali tapi tidak bisa masuk padahal semuanya baik baik saja wifi aman, E-mail benar, password bener terus apa lagi sih dah?!?!?",1,Negatif
"Saya Sebenarnya Sudah Senang Download Discord Tetapi Pas Saya sudah Register username dan password terakhir aku disuruh mengisi bulan lahir tanggal lahir dan tahun lahir pas saya sudah mengisi tanggal,bulan, dan tahun lahir tapi malah muncul tulisan unable to register seharusnya ada tulisan verify by hCaptcha tetapi malah muncul tulisan unable to register tolong jawab saya tidak tau maksudnya",3,Netral
"Verif no telp susah, padahal kodenya udh benar tapi eror (invalid) gajelassss",1,Negatif
Kok gak bisa Nerima kode verifikasi gimanai ing tolong di perbaiki,1,Negatif
Kenapa discord saya saat digunakan untuk berbicara malah mati sendiri,4,Positif
Email bener dan sandi dah benar tapi mau masuk ke apk discord sangat susah bener Tolong di beri kemudahan min,5,Positif
Discord tidak berjalan dengan baik di Android 14. Banyak bug yang membuatnya lag beberapa kali. Bahkan sekedar kirim pesan sederhana saja tidak bisa.,2,Negatif
Saat saya mengisi verifikasi nomor handphonetetap tidak bisa padahal saya sudah benar memasukkan nomornya mohon untuk di perbaiki sekian kritikan dari saya,1,Negatif
Kok sekarang suaranya kecil ya kalo gk pake headset,5,Positif
Dc gw knpa klo muter bot musik suaranya kecil bngt pdhl volume udh full bot +ponsel,1,Negatif
Costumer service yang sangat baik dan fast respond dalam membantu masalah yang saya miliki,5,Positif
"Bugnya bener bener ya. Udah log in, besoknya pas masuk dicord malah di suruh log in ulang eh tapi malh gak bisa. Setiap mencet sesuatu pasti keluar dari apk, mohon di perbaiki.",3,Netral
Bagus tapi tolong lah ya saya kan mau ngevoice sama temen saya tapi connecting nya lama banget padahal sinyal internet bagus loh,3,Netral
Login susah banget verifikasi nomor valid terus padahal nomor baru.,1,Negatif
Apk garing masa login ribet banget segala masukin password gak jelas,1,Negatif
Kenapa server discord selalu keluar sendiri?,3,Netral
Mantap wir bisa komukasi sama teman Lo ini aplikasi aku kasih bintang 5 lo,5,Positif
"anjir ram 12gb aja klo ngetik delay parah , mana kadang2 suka disconect",1,Negatif
"Tolong perbaiki masalah bug jaringan, jaringan saya sudah bagus dan saya juga sudah memakai wifi, tapi kenapa saat saya mencoba bergabung ke server selalu saja connecting(menghubungkan), tetapi ketika saya membuka aplikasi lain seperti youtube, sinyal nya lancar² saja, untuk developer tolong di perbaiki, ini sangat membuat saya tidak nyaman",1,Negatif
Waktulalu aku kepengen kasih bintang 5 tapi sekarang pas aku hapus discord aku gak pakek login aku buat akun baru pas aku mau buat akun baru aku gak bisa aku udah.10 kali percobaan masih gak bisa,1,Negatif
"sedikit saran tambahkan fitur double account, maksud dari double account adalah jika kita mempunyai dua akun dapat login dengan gampang seperti switch account.",5,Positif
"Bad banget , masuk nggak bisaaaaaaaaa bisaaaaaa",1,Negatif
Aplikasi anj*g mau daftar aja susah lu masukin nomer telpon minta verifikasi gak bisa di pencet emang apk bab*,1,Negatif
Aplikasi ini sgt membantu utk mengajak teman yg jauh agar bisa bergabung disaat itu jg,5,Positif
Saya kurang puas kadang suara hilang banyak bug tolong di perbaiki lagi,3,Netral
"Aplikasi sampah kadang waras Kadang gak jelas , setiap dibuka nutup sendiri/black screen, giliran kagak dibuka sering banget ngebuka sendiri Mempersulit orang pake DC di komputer",2,Negatif
"Akhir akhir ini banyak bug yang meresahkan, padahal sinyal bagus tapi di bilang jelek saat login ke discord, udah hapus discord dan download ulang tetep ga bisa padahal udah versi terbaru tolong di fix untuk bug yang satu ini, karena saya harus online di beberapa server di discord untuk menjalankan tugas sebagai moderator di beberapa server",3,Netral
Saat aku mau main discord tiba tiba discrod ku kembali semula.dan email gw ga bisa padahal bener😡,2,Negatif
"tolong perbaiki saat memasukan kode verifikasi, karna suka tidak masuk ke sms.",2,Negatif
Ku kasih bintang satu mau login keakun mlh kode invalid mu perbaik lgi,1,Negatif
kalo dipake di android kenapa ngebug mulu sih!!! kesel banget ganggu bgt lagi asik ngobrol,2,Negatif
"Mau daftar aja harus dipersulit. Daftar pakai nomor, kode nya tidak masuk. Daftar pakai email, sandi nya salah terus. Mau masuk pakai akun lama, sandi nya selalu salah, padahal sandi nya masih pakai sandi yang sama",1,Negatif
Discord yang baru benar-benar tidak ramah pengguna android. Butuh banyak kesabaran saat ingin mengatur urutan role maupun channel.,2,Negatif
gak enak beli bulan nitro yang tapi pusing capek beli berapa kali yaa 😫😫,1,Negatif
Konfirmasi token login lemot bat,1,Negatif
Kembali ke akun lama susah buat akun lagi juga susah bikin orang pusing aja,1,Negatif
Pas voice call bareng teman layar sering mati nyala padahal hp aman2 saja dan pada saat tidak voice call layar tidak mati nyala tolong bug ini diperbaiki sangat meresahkan,1,Negatif
Kenapa saya tidak bisa login padahal sudah disangkutkan akun google nya,2,Negatif
Email sangat lama terkirimnya,1,Negatif
"Discord aplikasi bagi layar terbaik, walaupun kadang ada masalah sedikit. Tapi discord selalu saya gunakan untuk berkomunikasi... Dan fitur-fitur nya di discord juga bagus bagus.",5,Positif
Di suruh verifikasi nomor tapi pas di masukin kodenya tapi malam gak bisa masuk,3,Netral
"Banyak bug nya, seperti tidak bisa veritivikasi code 😮‍💨😮‍💨😮‍💨",1,Negatif
Kenapa discord sekarang update tambah rusak bahkan file bisa tiba tiba hilang,1,Negatif
Apa anda bisa menambahkan bahasa Indonesia?,5,Positif
Terlihat bagus saya suka seperti di ajak ngobrol,5,Positif
Saya suka aplikasi ini karena membantu saya dan teman saya berkomunikasi di dalam game,5,Positif
Saya kasih bintang satu soalnya pas mau login malah gak bisa pas ganti sandi malah gak bisa juga bisa juga tolong di benerin,1,Negatif
Saya tidak bisa menyalakan audio kalau dekat bisa kalau jauh tidak bisa,1,Negatif
Saya gk bisa login kenapa ya?,2,Negatif
Ini sangat seru untuk mencari teman bermain,5,Positif
"kepada developer tolong di perbaiki bagian verifikasi nomor, saya sudah berkali berkali menuliskan nomor hp saya tapi tapi selalu muncul code is invalid",3,Netral
"Halah apk ga jelas, mau add email password does not match terus, dan banyak korban nya, tll",1,Negatif
Apa-apaan mau verifikasi nomer keterangannya kode kadaluarsa kalau tidak nomer telah dipakai padahal sama sekali tidak pernah dipakai diakun discord,1,Negatif
"Tittle 2160 dari event tsunade tidak terjadi apa- apa dah hilang begitu saja,, apakah tittle 2161 akan sama seperti itu",5,Positif
Tidak bisa login walau sudah gnti pasword ke 2 akun saya,1,Negatif
Aplikasinya bagus seru main gta roleplay sama kawan👍👍👍🗿🗿,5,Positif
"Bintang 1 Dulu,Soal nya Di Saat Verifikasi Nomor Telepon Demi Masuk Server Baru Malah Unable To Send SMS.Padahal Nomor Telepon akun Saya Sudah Benar,Tolong Di Perbaiki ya",1,Negatif
"Apk ini membuat saya banyak temen,bisa mabar"" pokoknya dbase dah👍",5,Positif
Tolol mau login aja susah kali asu pake acara cek cek gmail segala pepek asu . Udah bolak balik gk bisa bisa,1,Negatif
"Katanya ""email does not exits."" Padahal aku dah masukin akun ku",2,Negatif
Kenapa saya menggunakan dc saat bermain selalu mati sendiri,1,Negatif
"Meenyulitkan ketika ingin login, padahal verif code sudah diisi namun malah nggak bisa ke verif, tolong buat loginnya di permudah",1,Negatif
Bagus ga ada bug sama sekali yang susah si cuma pas verifikasi,5,Positif
Sediakan bahasa indonesia.,4,Positif
Saldo saya tiba tiba kesedot oleh discord dan itu saya gak ngapa-ngapain saya sangat kesal dengan ini discord mengecewakan,1,Negatif
Gimana aplikasi jelek gini masa ngk bisa on voice sma video call tolong ini aplikasi mending di hapus aj ngk guna bego,1,Negatif
Maaf ini aku kasih bintang 1 karena gambar jelek suara jelek dan juga banyak lagi,1,Negatif
Discord tolong tolong jangan sekali kali membuat saya tidak enak karena apa saat saya sedang bermain roblox dengan teman saya voice di discord putus sendiri dan mengira saya berada panggilan lain padahal sebenarnya saya hanya bermain roblox dengan teman teman saya di discord dan setelah itu panggilan nya mati. Tolong discord update lebih sangat ditingkatkan lagi terimakasih 🙏,1,Negatif
Semenjak update jadi jelek gini banyak bug tolong di perbaiki lah,1,Negatif
jadi males gunain DC semenjak gabisa buat akun banyak.,1,Negatif
Geme ini sangat cocok buat geme samp makasih min,5,Positif
Aneh nih aplikasi masak mau masuk aja gak bisa pake akun baru sama aja,1,Negatif
Discord update sekarang banyak bug bugnya kadang gk bisa di pencet,1,Negatif
Tokong di perbaikin lagi soalnya lagi di room voice malah keluar aplikasi sendiri terus disconnek mulu,1,Negatif
seru sangat bermanfaat untuk berkoneksi,4,Positif
Apk rusak no hp gk bisa masuk email kadang² masuk rusak hapus aja apk ini,1,Negatif
Kenapa kalo open cam gada woi? Malah ga muncul sama sekali mukanya,1,Negatif
Buat daftarnya sangat sulit dan bertele-tele 🖕🏻😡💆,1,Negatif
"mau login aja susah. verif dobel "" gak loding"". pdahal jaringan 100mbps .",1,Negatif
Pemula baru .. kita kondisikan seterusnya ....,4,Positif
"Tolong dc kok suka ngebug mulu ya?? Suka force close, suka nge lag",2,Negatif
Dc update dong itu emoji biar ga jamet gitu aneh lho buat emoji yang lebih hd dan bagus sesuaikan dengan Built-in device emoji,1,Negatif
"Ngebug trus, tanda sendnya suka ngilang2 gk jelas, update tiap hari tapi bug nya gk di betulin sama aja",1,Negatif
"Nitro langganan saya mengalami bug dimana tidak habis saat waktu ditentukan, tolong benerin bugnya, saya sudah membatalkan nitronya tapi justru masih pada akun saya dengan tulisan pending cancellation, kecewa sama discord banyak bugnya, kenapa hanya saya yang kena bugnya, teman saya berlangganan nitro 1 bulan tapi nitronya habis pada waktu yang ditentukan",1,Negatif
"Mohon maaf untuk developer Saya ingin untuk developer memperbaiki aplikasinya karena saya sudah berulang-ulang untuk login tapi tidak bisa mohon diperbaiki ya developer jika ingin bukan kesalahan , mohon untuk pemberitahuannya Developer.",3,Netral
Gak jelas bet ni aplikasi verify your phone gak di terima terima,1,Negatif
Tolong tambahkan bahasa Indonesia di pengaturan pilihan bahasa,5,Positif
"Aplikasinya sering freeze dan keluar sendiri saat membuka foto banyak, tolong segera perbaiki ini!",1,Negatif
Aplikasinya sangat membantu dan banyak manfaatnya,5,Positif
aplikasi yang sangat membantu dan banyak manfaatnya,5,Positif
"Jaringan padahal bagus dan kenceng, tapi pas di discord tiba-tiba lambat dan lemot, ditambah lagi setiap memakai aplikasi ini selalu ngelag! buat ngirim pesan suara aja ngelegnya parah banget! ditambah kalo teleponan suara gak jelas, gak kedengaran, jelek banget aplikasinya! kalau bukan karna teman-teman saya ada di sini, udah saya unistall! tolong diperbaiki lagi, pihak discord!",1,Negatif
"Semakin sering update banyak sekali permasalahan yaitu suara yang suka putus putus, hilang nitro yang saya langganan tahunan dan banyak lagi",1,Negatif
Download discord cuma buat dapetin hadian,5,Positif
Kenapa tidak bisa log in,2,Negatif
Sudah banget untuk login padahal alamat email udah benar sandi juga tetap salah,1,Negatif
"Halo discod saya ingin menyampaikan keluhan saya,Saat saya Bermain game dan Voice chat dengan teman saya tiba tiba voice chat saya mati sendiri. dan itu agak mengangu jadi tolong di perbaiki.sekian terima kasih😁",4,Positif
Maaf saya kesusahan login padahal saya sudah menulis sesuai dengan angka yang di berikan mohon di perbaiki TKS😁,3,Netral
Game ini bagus Buat chat game mau Mabar GTA Rp TERIMA KASIH buat aplikasi ini doscord,5,Positif
Apk ini sangat bagus tapi kadand kadang ngeleg jadinya saya kasih bintang 4 dlu hehe tapi apk ini bagus maksih pembuat apk ini,4,Positif
Ni login Ama register ga bisa bisa napa yah?? Email benar nomor benar password benar TPI apanyayang salah??,4,Positif
Aplikasi multiguna untuk mengobrol dengan teman dan membuat grup besar dengan bermacam-macam fiturnya.,5,Positif
Aplikasi nya bagus tapi saat saya masuk saya register mohon segera di perbaiki lahi,5,Positif
Update baru malah banyak bug hadeh,1,Negatif
Fitur dan fungsi cukup baik.,4,Positif
Tidak recomended mau log in aku lama susah harus pindah pindah dari discord ke email kadang juga gagal padahal udh bener sesuai langkah langkahnya,2,Negatif
kok gini sih gak bisa masuk padahal udah bener semuanya ini sih cocok aku hantam,1,Negatif
Saya tidak bisa register pas saya pengen bikin akun ada tulisan unable to register padahal saya pengenjoin ke grup,3,Netral
tolong discord nya diperbaiki ya soal nya aku coba gak bisa tolong di perbaiki thanks you,5,Positif
"Update aja terus tiap detik, tapi kerasa ga ada yang berubahhh",1,Negatif
Tidak ada berbahasa Indonesianya,1,Negatif
"Aplikasi yang sangat bermanfaat untuk kalangan anak muda, yang mudah dipahami dan menambah pertemanan.",5,Positif
Minta verif nomor. Tapi nomor yang dikasi ga valid,1,Negatif
Sebaiknya perbaiki ketika membuka tread saya sering crash,5,Positif
Kenapa ganti username harus pakai password? Kalau passwordnya lupa bagaimana?,3,Netral
ini bug apa gimana ya? sedang voice tiba-tiba out sendiri. please fix this app.,3,Netral
"Kebanyakan bug visual, mohon di perbaiki, dan lebih dioptimalkan untuk DC Mobile :)",3,Netral
"Sering bug tidak kedengaran suara, harus di restar lagi hpnya baru normal, smoga bug ini di perbaiki",1,Negatif
Dari tadi engga bisa masuk masuk padahal gw tau email dan pw nya tapi enggak masuk masuk itu gimana .,1,Negatif
Gak jelas login aja susah,1,Negatif
Ini sistem nya gimana ni kan aku nulis kode dari nomor itu betul tapi pas dicoba ada tulisan verification code is invalid itu gimana min tolong di perbaiki lagi,4,Positif
Bagus untuk game yang tidak ada mic tapi ada beberapa bug yang menggangu,4,Positif
Aku suka dengan apk ini karena direkomendasikan oleh teman,5,Positif
Coba gitu bikin chatnya bisa dibaca dari paling atas. Bug nya masih banyak,4,Positif
"Update trus ga ada libur nya ,makin di update makin rusak, notif sering gak muncul dll .",3,Netral
"Dc sangat membantu,, tapi d hp saya kenapa susah mendownload dc",5,Positif
"Bintang satu karena, udh capek² bikin password masih gabisa😡",1,Negatif
tolong sediakan bahasa indonesia dan translate,1,Negatif
GK bisa masuk terus aku belum bisa memastikan kapan nyimpen perasaan yang tidak pantas untuk kucing kalian semua yang baru saja selesai solat subuh dan panjang umur sehat selalu manusia yang baru saja pulang ya Allah,1,Negatif
Banyak bug yang meresahkan mulai verify no telepon gabisa terus verify human juga gajelas padahal gambarnya sama tolonglah,1,Negatif
Mengapa ketika saya ingin verify dan muncul kode dari SMS dan saya menulis nya dan sistem berkata invalid pepek kau lah dari dulu ga bisa verify apk rusak,1,Negatif
Saran adakan juga untuk bahasa indonesia nya,3,Netral
"Sering banget update, bukan malah bagus, malah tambah nggak jelas",1,Negatif
"Gak bisa login, daftar juga gak bisa. Apk lol",1,Negatif
Sering ad bag di suara tiba tiba hilang,2,Negatif
Saya sudah verif menggunakan alamat email tapi kenapa masih harus mem verif menggunakan nomkr telpon padahal dlu tidak seperti ini kalau bisa di perbaiki lagi bahkan saya tidak bisa masuk ke dalam apk discord nya,2,Negatif
ni aplikasi apaan sih log in aj susah,1,Negatif
"Tolong lah di perbaiki lagi, masa saya open screen di server dc saya gak ada suara di hp tmen saya, dan bug lain sering terjadi, saya mohon kepada pihak discord untuk meperbaiki lagi bug² tersebut, thank you",3,Netral
"Ngirim kode lewat SMS kelamaan sama gak mau gampang error pas login, dikira bukan saya yang login",1,Negatif
Sejak update ini seru banget kalian harus dowload 😍😍,5,Positif
Aplikasi bagus tapi orang nya pada gak ramah coy😮‍💨,5,Positif
"Aneh, suara teman selalu tidak muncul padahal wifi lancar tolong di perbaiki",1,Negatif
